work_id,tradition,title,school,source_dataset,source_url,source_text_path,formation_from,formation_to,translation_dynasty,translation_place,latitude,longitude,region_note,text_length_chars,script_language,term,lemma_en,category,count,per_10k_chars,sample_segment_id,sample_text
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,乳,milk,dairy,84,1.4921661278288985,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,酥,ghee/butter,dairy,141,2.5047074288556503,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,蜜,honey,sweetener/medicine,205,3.641595907201478,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,飯,cooked rice/meal,grain/preparation,208,3.694887554623939,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,米,rice,grain,66,1.1724162432941345,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,麥,wheat/barley,grain,62,1.1013607133975203,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,肉,meat,animal food,151,2.6823462535971863,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,魚,fish,animal food,66,1.1724162432941345,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,餅,cake/bread,grain/preparation,90,1.5987494226738197,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,油,oil,fat/medicine,203,3.6060681422531706,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,鹽,salt,seasoning,43,0.7638469463886027,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,薑,ginger,seasoning/medicine,4,0.0710555298966142,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,糖,sugar,sweetener/medicine,0,0.0,,
T1425,Chinese Vinaya translation,摩訶僧祇律 / Mahāsāṃghika Vinaya,Mahāsāṃghika,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1425.txt.zip,T1425_001.txt;T1425_002.txt;T1425_003.txt;T1425_004.txt;T1425_005.txt;T1425_006.txt;T1425_007.txt;T1425_008.txt;T1425_009.txt;T1425_010.txt;T1425_011.txt;T1425_012.txt;T1425_013.txt;T1425_014.txt;T1425_015.txt;T1425_016.txt;T1425_017.txt;T1425_018.txt;T1425_019.txt;T1425_020.txt;T1425_021.txt;T1425_022.txt;T1425_023.txt;T1425_024.txt;T1425_025.txt;T1425_026.txt;T1425_027.txt;T1425_028.txt;T1425_029.txt;T1425_030.txt;T1425_031.txt;T1425_032.txt;T1425_033.txt;T1425_034.txt;T1425_035.txt;T1425_036.txt;T1425_037.txt;T1425_038.txt;T1425_039.txt;T1425_040.txt,416,416,東晉,天寧寺,32.403425,119.432292,"Andhra / broader early Mahāsāṃghika transmission. Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",562940,Classical Chinese,漿,drink/syrup,drink,128,2.2737769566916546,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,粥,gruel/congee,grain/preparation,80,1.0688728201674924,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,乳,milk,dairy,96,1.2826473842009907,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,酥,ghee/butter,dairy,111,1.4830610379823959,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,蜜,honey,sweetener/medicine,114,1.5231437687386766,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,飯,cooked rice/meal,grain/preparation,266,3.5540021270569118,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,米,rice,grain,39,0.5210754998316526,,
T1428,Chinese Vinaya translation,四分律 / Dharmaguptaka Vinaya (Four-Part Vinaya),Dharmaguptaka,CBETA API 2025R3,https://cbdata.dila.edu.tw/stable/download/text/T1428.txt.zip,T1428_001.txt;T1428_002.txt;T1428_003.txt;T1428_004.txt;T1428_005.txt;T1428_006.txt;T1428_007.txt;T1428_008.txt;T1428_009.txt;T1428_010.txt;T1428_011.txt;T1428_012.txt;T1428_013.txt;T1428_014.txt;T1428_015.txt;T1428_016.txt;T1428_017.txt;T1428_018.txt;T1428_019.txt;T1428_020.txt;T1428_021.txt;T1428_022.txt;T1428_023.txt;T1428_024.txt;T1428_025.txt;T1428_026.txt;T1428_027.txt;T1428_028.txt;T1428_029.txt;T1428_030.txt;T1428_031.txt;T1428_032.txt;T1428_033.txt;T1428_034.txt;T1428_035.txt;T1428_036.txt;T1428_037.txt;T1428_038.txt;T1428_039.txt;T1428_040.txt;T1428_041.txt;T1428_042.txt;T1428_043.txt;T1428_044.txt;T1428_045.txt;T1428_046.txt;T1428_047.txt;T1428_048.txt;T1428_049.txt;T1428_050.txt;T1428_051.txt;T1428_052.txt;T1428_053.txt;T1428_054.txt;T1428_055.txt;T1428_056.txt;T1428_057.txt;T1428_058.txt;T1428_059.txt;T1428_060.txt,408,408,姚秦,中寺,36.2752,114.389,"Gandhāra / northwest India (Dharmaguptaka transmission). Chinese translation metadata is from CBETA /works; Indic association is contextual, not an API geocode.",748452,Classical Chinese,麥,wheat/barley,grain,32,0.42754912806699696,,
